well,plate,treatment,day,plate_pos,broth_pos,censor,dead,bd1,bd2,il6,il8,vegf,sterile_d9_0
B1,1,E. coli,5,0,0,0,0,47.5,0,223.39,2805.1,1988.45,0
C1,1,E. coli,5,0,0,0,0,31.62,0,18.63,275.81,3246.77,0
D1,1,E. coli,5,0,0,0,0,21.1,0,22,513.37,1188.35,0
A2,1,E. coli,5,0,0,0,0,124.85,367.47,110.05,1225.59,8142.51,0
B2,1,E. coli,5,0,0,0,0,5.87,0,148.57,1718.35,1523.86,0
C2,1,E. coli,5,0,0,0,0,31.04,8.02,22.38,416.76,2859.85,0
D2,1,E. coli,5,1,1,0,1,9.91,854.26,49.08,1085.11,327.64,1
A3,1,E. coli,5,0,0,0,0,13.34,108.27,500.65,5158.35,3443.43,0
B3,1,E. coli,5,0,0,0,0,16.24,280.36,265.41,1046.43,5013.69,0
C3,1,E. coli,5,0,0,0,0,44.43,0,5.76,472.94,1404,0
D3,1,E. coli,5,0,0,0,0,276.72,488.29,7.95,981.86,646.39,0
A4,1,E. coli,5,1,1,0,1,77.36,4141.12,2250,11250,3773.86,1
B4,1,E. coli,5,0,0,0,0,1.01,0,121.6,749.32,1841.61,0
C4,1,E. coli,5,0,0,0,0,5.72,0,4.67,310.67,787.52,0
D4,1,E. coli,5,0,0,0,0,1703.67,737.17,17.15,2410.17,1639.07,0
A5,1,E. coli,5,0,0,0,0,183.07,501.08,281.38,10265.83,5284.73,0
B5,1,E. coli,5,0,0,0,0,33.16,0,77.47,1432.24,984.86,0
C5,1,E. coli,5,0,0,0,0,7.05,0,9.41,1085.11,747.67,0
D5,1,E. coli,5,0,0,0,0,155.67,462.86,11.97,2978.63,1335.83,0
A6,1,E. coli,5,0,0,0,0,14.78,0,550.26,2626.74,1743.06,0
B6,1,E. coli,5,0,0,0,0,11.61,58.66,174.52,4189.06,1915.29,0
C6,1,E. coli,5,0,0,0,0,4.27,0,2.86,73.79,568.95,0
D6,1,E. coli,5,1,1,0,1,,,,,,1
A1,2,E. coli,5,0,0,0,0,529.74,234.51,449.56,7147.74,2221.04,1
B1,2,E. coli,5,1,1,0,1,46.29,859.21,23.5,382.15,380.18,1
C1,2,E. coli,5,1,1,0,1,,,,,,1
D1,2,E. coli,5,1,1,0,1,19.22,1223,35.33,2156.18,776.11,1
A2,2,E. coli,5,0,0,0,0,44.86,508.72,1223.33,4043.45,8592.13,0
B2,2,E. coli,5,0,0,0,0,4.85,0,595.39,1484.67,2304.31,0
C2,2,E. coli,5,0,0,0,0,11.45,309.78,291.73,2945.4,5124.43,1
D2,2,E. coli,5,0,0,0,0,1.71,254.47,249.4,1403.42,1988.44,0
A3,2,E. coli,5,1,1,0,1,328.42,3523.77,1781.45,10473.86,1775.72,1
B3,2,E. coli,5,0,0,0,0,13.65,239.78,735.94,5125.07,3772.58,0
C3,2,E. coli,5,0,0,0,0,35.72,124.62,395.68,1193.55,3954.44,0
D3,2,E. coli,5,0,0,0,0,9.61,0,36.49,447.8,1568.58,0
A4,2,E. coli,5,0,0,0,0,37.34,8.02,23.13,358.78,3739.59,0
B4,2,E. coli,5,0,0,0,0,22.31,442.34,454.77,5056.98,862.52,0
C4,2,E. coli,5,0,0,0,0,33.16,0,111.49,1629.74,3356.51,0
D4,2,E. coli,5,0,0,0,0,4.13,64.1,283.26,2522.4,2126.75,0
A5,2,E. coli,5,0,0,0,0,133.3,3523.77,315.95,9083.69,2354.23,1
B5,2,E. coli,5,0,0,0,0,9.15,239.78,546.09,5144.14,3838.09,0
C5,2,E. coli,5,0,0,0,0,15.75,124.62,13.81,314.57,2049.35,0
D5,2,E. coli,5,1,1,0,1,13.18,0,148.59,1507.37,2090.1,1
A6,2,E. coli,5,0,0,0,0,22.14,8.02,10.14,202.15,2733.91,0
B6,2,E. coli,5,0,0,0,0,39.37,442.34,270.43,5054.94,4624.85,0
C6,2,E. coli,5,0,0,0,0,36.51,0,797.63,3805.71,7264.29,0
D6,2,E. coli,5,0,0,0,0,12.39,64.1,787.05,3228.45,3293.57,0
1,3,PBS,5,0,0,0,0,794.72,571.94,2.86,1435.68,805.21,0
2,3,PBS,5,0,0,0,0,228.92,25.58,6.49,1413.18,270.51,0
3,3,PBS,5,0,0,0,0,85.4,0,5.03,156.18,1749.48,0
4,3,PBS,5,0,0,0,0,79.71,0,0.68,118.24,850.74,0
A1,1,E. coli,6,0,0,0,0,9.07,116.29,379.01,1364.12,3494.98,0
B1,1,E. coli,6,0,0,0,0,32.49,0,266.65,2707.83,3413.15,0
C1,1,E. coli,6,0,0,0,0,20.6,0,23.46,245.03,3744.31,0
D1,1,E. coli,6,0,0,0,0,8.19,0,23.46,381.08,1132,0
A2,1,E. coli,6,0,0,0,0,78.43,602.38,96.43,891.4,8448.84,0
B2,1,E. coli,6,0,0,0,0,6.17,0,126.07,2094.42,789.36,0
C2,1,E. coli,6,0,0,0,0,28.13,0,21.28,492.38,2662.39,0
D2,1,E. coli,6,1,1,0,1,,,,,,1
A3,1,E. coli,6,0,0,0,0,16.23,193.28,368.52,3869.12,4017.53,0
B3,1,E. coli,6,0,0,0,0,9.18,197.06,200.28,842.8,5057.77,0
C3,1,E. coli,6,0,0,0,0,19.94,0,5.58,448.95,1117.48,0
D3,1,E. coli,6,0,0,0,0,148.37,728.02,4.7,661.89,534.34,0
A4,1,E. coli,6,1,1,0,1,42.99,4059.27,2250,11250,1304.91,1
B4,1,E. coli,6,0,0,0,0,3.94,274.46,186.24,1500.09,1877,0
C4,1,E. coli,6,0,0,0,0,2.21,0,6.9,267.02,580.65,0
D4,1,E. coli,6,0,0,0,0,484.67,931.37,19.54,1899.9,1973.45,0
A5,1,E. coli,6,0,0,0,0,146.75,850.98,323.16,10041.05,5463.75,0
B5,1,E. coli,6,0,0,0,0,12.6,0,61.85,1218.32,1341.52,0
C5,1,E. coli,6,0,0,0,0,7.43,0,6.02,886.69,1290.35,0
D5,1,E. coli,6,0,0,0,0,67.72,1205.31,19.1,3099.04,1370.75,0
A6,1,E. coli,6,0,0,0,0,12.72,0,405.76,2569.07,3467.26,0
B6,1,E. coli,6,0,0,0,0,11.32,319.13,159.12,3805.29,2371.78,0
C6,1,E. coli,6,0,0,0,0,4.33,0,6.9,122.94,762.08,0
D6,1,E. coli,6,1,1,0,1,,,,,,1
A1,2,E. coli,6,1,1,0,1,212.21,946.79,390.55,6850.09,3092.1,1
B1,2,E. coli,6,1,1,0,1,,,,,,1
C1,2,E. coli,6,1,1,0,1,,,,,,1
D1,2,E. coli,6,1,1,0,1,,,,,,1
A2,2,E. coli,6,0,0,0,0,35.8,1060.58,835.46,3316.57,8406.43,0
B2,2,E. coli,6,0,0,0,0,1.93,0,302.67,622.97,1548.82,0
C2,2,E. coli,6,1,1,0,1,15.74,918.16,479.96,4537.9,4132.8,1
D2,2,E. coli,6,0,0,0,0,1.21,136.74,204.47,1534.94,1624.1,0
A3,2,E. coli,6,1,1,0,1,,,,,,1
B3,2,E. coli,6,0,0,0,0,4.94,63.1,490.45,2915.07,2738.56,0
C3,2,E. coli,6,0,0,0,0,12.37,226.69,339.72,941.38,2987.03,0
D3,2,E. coli,6,0,0,0,0,6.59,0,35.3,439.67,1838.44,0
A4,2,E. coli,6,0,0,0,0,13.91,0,20.41,204.81,2780.61,0
B4,2,E. coli,6,0,0,0,0,20.88,324.02,307,3047.79,858.02,0
C4,2,E. coli,6,0,0,0,0,19.17,0,114.83,1509.56,2789.09,0
D4,2,E. coli,6,0,0,0,0,2.59,0,148.23,1943.86,1692.38,0
A5,2,E. coli,6,0,0,0,0,50.62,0,339.72,7047.42,2746.51,1
B5,2,E. coli,6,0,0,0,0,8.08,0,324.72,3213.32,3837.28,0
C5,2,E. coli,6,0,0,0,0,10.52,0,23.89,386.48,2017.94,0
D5,2,E. coli,6,1,1,0,1,,,,,,1
A6,2,E. coli,6,0,0,0,0,4.83,0,18.67,198.09,1884.89,0
B6,2,E. coli,6,0,0,0,0,28.87,191.25,256.01,5051.88,2586.37,0
C6,2,E. coli,6,0,0,0,0,35.96,20.09,776.24,3381.39,6798.04,0
D6,2,E. coli,6,0,0,0,0,11.67,103,517.76,3058.35,4380.2,0
1,3,PBS,6,0,0,0,0,897.88,793.67,6.02,1201.89,789.57,0
2,3,PBS,6,0,0,0,0,237.95,41.94,12.14,1730.42,359.1,0
3,3,PBS,6,0,0,0,0,84.42,0,7.34,118.11,1348.73,0
4,3,PBS,6,0,0,0,0,71.1,0,3.36,126.17,607.16,0
A1,1,E. coli,7,,0,0,0,7.65,0,255.28,840.88,3476.3,0
B1,1,E. coli,7,,0,0,0,7.86,0,312.72,2138.65,4239.54,0
C1,1,E. coli,7,,0,0,0,21.27,0,35.3,291.09,3385.96,0
D1,1,E. coli,7,,0,0,0,2.49,0,19.97,206.39,1004.26,0
A2,1,E. coli,7,,0,0,0,59.43,404.39,135.98,1223.8,8846.89,0
B2,1,E. coli,7,,0,0,0,4.23,0,183.31,2117.82,1593.92,0
C2,1,E. coli,7,,0,0,0,31.72,0,34.42,657.65,4200.65,0
D2,1,E. coli,7,,1,0,1,,,,,,1
A3,1,E. coli,7,,0,0,0,15.25,41.94,278.12,2877.04,3450.26,0
B3,1,E. coli,7,,0,0,0,14.63,0,153.71,777.84,3734.31,0
C3,1,E. coli,7,,0,0,0,5.14,0,6.02,213.06,721.45,0
D3,1,E. coli,7,,0,0,0,41.94,400.6,9.97,435.96,560.71,0
A4,1,E. coli,7,,1,0,1,20.77,3030.25,1451.33,11250,468.74,1
B4,1,E. coli,7,,0,0,0,1.75,0,93.02,651.48,983.18,0
C4,1,E. coli,7,,0,0,0,1.21,0,3.81,92.4,314.31,0
D4,1,E. coli,7,,0,0,0,210.52,891.17,17.36,1634.64,1414.97,0
A5,1,E. coli,7,,0,0,0,130.73,538.17,346.48,9475.15,6348.26,0
B5,1,E. coli,7,,0,0,0,5.65,0,114.32,1818.81,1548.83,0
C5,1,E. coli,7,,0,0,0,11.78,0,9.53,1006.99,1232.34,0
D5,1,E. coli,7,,0,0,0,28.87,1196.28,26.08,2291.06,1254.02,0
A6,1,E. coli,7,,0,0,0,12.13,0,449.92,2126.16,3233.42,0
B6,1,E. coli,7,,0,0,0,8.63,136.74,192.61,3144.61,2961.07,0
C6,1,E. coli,7,,0,0,0,3.84,0,15.19,161.9,734.89,0
D6,1,E. coli,7,,1,0,1,,,,,,1
A1,2,E. coli,7,,1,0,1,352.92,1330.71,2250,11250,1769.57,1
B1,2,E. coli,7,,1,0,1,,,,,,1
C1,2,E. coli,7,,1,0,1,,,,,,1
D1,2,E. coli,7,,1,0,1,,,,,,1
A2,2,E. coli,7,,0,0,0,34.05,1127.33,1391.11,4657.3,10602.99,0
B2,2,E. coli,7,,0,0,0,1.84,0,386.43,477.16,1869.56,0
C2,2,E. coli,7,,1,0,1,12.84,891.52,217.79,3217.22,2298.01,1
D2,2,E. coli,7,,0,0,0,1.3,0,186.93,675.04,1334.09,0
A3,2,E. coli,7,,1,0,1,,,,,,1
B3,2,E. coli,7,,0,0,0,20.34,69.88,589.05,3797.51,4239.59,0
C3,2,E. coli,7,,0,0,0,12.37,191.25,557.69,1142.87,4084.58,0
D3,2,E. coli,7,,0,0,0,5.55,0,41.5,424.83,2273.77,0
A4,2,E. coli,7,,0,0,0,13.67,0,32.65,163.54,3503.78,0
B4,2,E. coli,7,,0,0,0,10.41,0,425.66,1728.85,1268.57,0
C4,2,E. coli,7,,0,0,0,20.61,0,139.68,1593,3162.34,0
D4,2,E. coli,7,,0,0,0,1.39,0,171.93,887.05,1684.77,0
A5,2,E. coli,7,,1,0,1,125.79,808.78,1023.82,11250,2943.66,1
B5,2,E. coli,7,,0,0,0,10.52,0,455.55,4943.71,4338.54,0
C5,2,E. coli,7,,0,0,0,3.55,0,20.41,265.32,1822.97,0
D5,2,E. coli,7,,1,0,1,,,,,,1
A6,2,E. coli,7,,0,0,0,2.68,0,58.64,430.41,2463.13,0
B6,2,E. coli,7,,0,0,0,29.63,221.56,232.82,4137.68,3716.06,0
C6,2,E. coli,7,,0,0,0,37.09,165.96,682.58,3091.87,8861.03,0
D6,2,E. coli,7,,0,0,0,9.51,0,468.83,1839.74,4498.98,0
1,3,PBS,7,,0,0,0,793.48,1073.62,9.97,1111.46,1807.79,0
2,3,PBS,7,,0,0,0,324.23,114.81,21.72,2647.77,346.22,0
3,3,PBS,7,,0,0,0,90.48,0,10.4,126.17,2185.05,0
4,3,PBS,7,,0,0,0,69.07,0,6.02,114.89,817.07,0
A1,1,E. coli,8,,0,0,0,5.56,0,347.95,876.52,3699.86,0
B1,1,E. coli,8,,0,0,0,8.94,0,610.06,3508.57,5766.99,0
C1,1,E. coli,8,,0,0,0,20.88,0,79.91,388.11,4760.41,0
D1,1,E. coli,8,,0,0,0,1.73,0,36.59,209.4,1023.04,0
A2,1,E. coli,8,,0,0,0,74.31,147.66,224.25,2399.02,9358.05,0
B2,1,E. coli,8,,0,0,0,4.67,0,457.98,1963.1,1693.63,0
C2,1,E. coli,8,,0,0,0,25.5,0,102.79,728.88,4763.99,0
D2,1,E. coli,8,,1,0,1,,,,,,1
A3,1,E. coli,8,,0,0,0,26.14,140.12,616.93,5596.19,5992.61,0
B3,1,E. coli,8,,0,0,0,16.52,0,275.55,1553.8,7164.05,0
C3,1,E. coli,8,,0,0,0,5.78,0,15.21,327.15,1609.35,0
D3,1,E. coli,8,,0,1,0,14.37,338.97,35.04,601.98,874.67,0
A4,1,E. coli,8,,1,0,1,,,,,,1
B4,1,E. coli,8,,0,0,0,5.11,0,177.08,1064.27,2014.28,0
C4,1,E. coli,8,,0,0,0,2.13,0,8.28,143,593.43,0
D4,1,E. coli,8,,0,0,0,179.03,678.66,32.27,1644.82,1667.49,0
A5,1,E. coli,8,,0,0,0,105.02,164.05,498.61,9607.62,7934.02,0
B5,1,E. coli,8,,0,0,0,3.27,0,132.71,1471.5,1324.34,0
C5,1,E. coli,8,,0,0,0,10.28,0,11.15,874.73,1525.52,0
D5,1,E. coli,8,,0,1,0,22.49,600.85,34.42,2641.31,1385.51,0
A6,1,E. coli,8,,0,0,0,7.28,2.26,311.63,1436.6,3362.36,0
B6,1,E. coli,8,,0,0,0,14.11,197.19,233.31,3776.44,3121.6,0
C6,1,E. coli,8,,0,0,0,2.13,0,46.05,189.28,787.19,0
D6,1,E. coli,8,,1,0,1,,,,,,1
A1,2,E. coli,8,,1,0,1,,,,,,1
B1,2,E. coli,8,,1,0,1,,,,,,1
C1,2,E. coli,8,,1,0,1,,,,,,1
D1,2,E. coli,8,,1,0,1,,,,,,1
A2,2,E. coli,8,,0,0,0,47.83,1110.51,1948.03,6122.23,10038.4,0
B2,2,E. coli,8,,0,0,0,3.37,0,332.33,723.49,1687.13,0
C2,2,E. coli,8,,1,0,1,,,,,,1
D2,2,E. coli,8,,0,1,0,1.53,0,201.4,1047.55,1169.94,0
A3,2,E. coli,8,,1,0,1,,,,,,1
B3,2,E. coli,8,,0,0,0,21.75,148.63,529.45,4141.85,3830.64,0
C3,2,E. coli,8,,0,0,0,21.9,89.09,1255.17,1997.74,3740.19,0
D3,2,E. coli,8,,0,1,0,2.64,0,57.41,398.41,1946.33,0
A4,2,E. coli,8,,0,0,0,18.88,0,37.52,332.86,2561.41,0
B4,2,E. coli,8,,0,0,0,12.42,0,689.72,1728.02,2116.65,0
C4,2,E. coli,8,,0,0,0,21.17,0,172.21,2075.11,3814.23,0
D4,2,E. coli,8,,0,0,0,9.66,0,264.27,3160.9,2206.59,0
A5,2,E. coli,8,,1,0,1,95.34,616.81,542.23,11250,2504.03,1
B5,2,E. coli,8,,0,0,0,22.49,37.34,347.31,5211.25,5946.08,0
C5,2,E. coli,8,,0,0,0,10.53,0,43.19,610.36,2998.83,0
D5,2,E. coli,8,,1,0,1,,,,,,1
A6,2,E. coli,8,,0,0,0,2.03,0,117.72,730.78,2375.27,0
B6,2,E. coli,8,,0,1,0,12.42,0,291.92,2923.54,4227.16,0
C6,2,E. coli,8,,0,0,0,53.93,69.21,1072.07,4119.2,7855,0
D6,2,E. coli,8,,0,0,0,10.03,0,529.43,2172.9,4702.7,0
1,3,PBS,8,,0,0,0,298.57,273.28,11.44,1159.82,1242,0
2,3,PBS,8,,0,0,0,220.76,0,27.7,1806.54,443.85,0
3,3,PBS,8,,0,0,0,123.95,34.61,15.8,254.32,2811.29,0
4,3,PBS,8,,0,0,0,88.23,0,10.86,257.06,1028.88,0
A1,1,E. coli,9,,0,0,0,5.14,0,827.55,1821.5,2807.76,0
B1,1,E. coli,9,,0,0,0,24.78,11.78,626.76,6286.79,3912.31,0
C1,1,E. coli,9,,0,0,0,46.04,8.02,145.62,517.65,4725.33,0
D1,1,E. coli,9,,0,0,0,0,0,42.35,168.96,782.5,0
A2,1,E. coli,9,,0,0,0,94.72,301.82,236.85,2170.35,10938.2,0
B2,1,E. coli,9,,0,0,0,1.71,0,561.56,2585.55,1310.98,0
C2,1,E. coli,9,,0,0,0,26.96,0,138.27,898.07,5236.41,0
D2,1,E. coli,9,,1,0,1,,,,,,1
A3,1,E. coli,9,,0,0,0,40.69,564.25,606.62,5599.91,6587.25,0
B3,1,E. coli,9,,0,0,0,19.56,36.05,258.77,1627.4,7444.85,0
C3,1,E. coli,9,,0,0,0,2.56,0,10.87,406.56,1145.92,0
D3,1,E. coli,9,,0,1,0,,,,,,0
A4,1,E. coli,9,,1,0,1,,,,,,1
B4,1,E. coli,9,,0,0,0,11.76,0,250.62,1928.34,2056.12,0
C4,1,E. coli,9,,0,0,0,0.59,0,2.86,77.31,317.04,0
D4,1,E. coli,9,,0,0,0,135.74,657.29,32.25,2961.93,2325.27,0
A5,1,E. coli,9,,0,0,0,99.35,226.47,363,11074.24,8804.23,0
B5,1,E. coli,9,,0,0,0,2.27,0,132.54,2052.19,1379.03,0
C5,1,E. coli,9,,0,0,0,4.27,0,16.77,827.76,1310.83,0
D5,1,E. coli,9,,0,1,0,,,,,,0
A6,1,E. coli,9,,0,0,0,11.92,0,443.53,1455.1,4502.35,0
B6,1,E. coli,9,,0,0,0,22.31,187.53,131.06,4056.7,3032.77,0
C6,1,E. coli,9,,0,0,0,0,0,103.25,196.58,629.81,0
D6,1,E. coli,9,,1,0,1,,,,,,1
A1,2,E. coli,9,,1,0,1,,,,,,1
B1,2,E. coli,9,,1,0,1,,,,,,1
C1,2,E. coli,9,,1,0,1,,,,,,1
D1,2,E. coli,9,,1,0,1,,,,,,1
A2,2,E. coli,9,,0,0,0,52.28,1521.17,2250,8311.87,13310.66,0
B2,2,E. coli,9,,0,0,0,2.41,0,210.32,289.3,1530.2,0
C2,2,E. coli,9,,1,0,1,,,,,,1
D2,2,E. coli,9,,0,1,0,,,,,,0
A3,2,E. coli,9,,1,0,1,,,,,,1
B3,2,E. coli,9,,0,0,0,22.66,116.17,503.12,4081.5,3980.01,0
C3,2,E. coli,9,,0,0,0,9.91,0,1516.59,1920.73,3223.56,0
D3,2,E. coli,9,,0,1,0,,,,,,0
A4,2,E. coli,9,,0,0,0,17.75,0,68.21,498.42,2956.81,0
B4,2,E. coli,9,,0,0,0,23.54,156.77,611.29,1666.84,2083.82,0
C4,2,E. coli,9,,0,0,0,40.4,15.37,209.74,2214.27,4555.15,0
D4,2,E. coli,9,,0,0,0,14.3,0,212.57,3296.57,1981.78,0
A5,2,E. coli,9,,1,0,1,,,,,,1
B5,2,E. coli,9,,0,0,0,43.14,95.22,538.38,4547.55,6310.78,0
C5,2,E. coli,9,,0,0,0,15.1,0,69.05,944.99,2617.26,0
D5,2,E. coli,9,,1,0,1,,,,,,1
A6,2,E. coli,9,,0,0,0,1.15,0,404.45,2029.3,2297.17,0
B6,2,E. coli,9,,0,1,0,,,,,,0
C6,2,E. coli,9,,0,0,0,97.65,198.78,946.74,4511.67,8226.83,0
D6,2,E. coli,9,,0,0,0,10.99,72.34,445.26,2080.51,5378.16,0
1,3,PBS,9,,0,0,0,626.21,667.16,18.27,1671.87,1568.41,0
2,3,PBS,9,,0,0,0,234.28,47.71,32.64,2246.95,454.69,0
3,3,PBS,9,,0,0,0,137.11,18.86,24.26,204,2711.99,0
4,3,PBS,9,,0,0,0,78.55,0,16.78,178.19,1158.03,0
A1,4,PBS,0,,,,0,,,,,,
A2,4,PBS,0,,,,0,,,,,,
A3,4,PBS,0,,,,0,,,,,,
A4,4,PBS,0,,,,0,,,,,,
A5,4,PBS,0,,,,0,,,,,,
A6,4,PBS,0,,,,0,,,,,,
B1,4,HK- E. coli ,0,,,,0,,,,,,
