well,plate,treatment,day,plate_pos,broth_pos,censor,dead,bd1,bd2,il6,il8,vegf,sterile_d9_0
B2,4,HK- E. coli ,0,,,,0,,,,,,
B3,4,HK- E. coli ,0,,,,0,,,,,,
B4,4,HK- E. coli ,0,,,,0,,,,,,
B5,4,HK- E. coli ,0,,,,0,,,,,,
B6,4,HK- E. coli ,0,,,,0,,,,,,
C1,4,HK- E. coli ,0,,,,0,,,,,,
C2,4,HK- E. coli ,0,,,,0,,,,,,
C3,4,HK- E. coli ,0,,,,0,,,,,,
C4,4,HK- E. coli ,0,,,,0,,,,,,
C5,4,HK- E. coli ,0,,,,0,,,,,,
C6,4,HK- E. coli ,0,,,,0,,,,,,
D1,4,E. coli + vehicle,0,,,,0,,,,,,
D2,4,E. coli + vehicle,0,,,,0,,,,,,
D3,4,E. coli + vehicle,0,,,,0,,,,,,
D4,4,E. coli + vehicle,0,,,,0,,,,,,
D5,4,E. coli + vehicle,0,,,,0,,,,,,
D6,4,E. coli + vehicle,0,,,,0,,,,,,
A1,5,E. coli + SC-514,0,,,,0,,,,,,
A2,5,E. coli + SC-514,0,,,,0,,,,,,
A3,5,E. coli + SC-514,0,,,,0,,,,,,
A4,5,E. coli + SC-514,0,,,,0,,,,,,
A5,5,E. coli + SC-514,0,,,,0,,,,,,
A6,5,E. coli + SC-514,0,,,,0,,,,,,
B1,5,E. coli + SC-514,0,,,,0,,,,,,
B2,5,E. coli + SC-514,0,,,,0,,,,,,
B3,5,E. coli + SC-514,0,,,,0,,,,,,
B4,5,E. coli + SC-514,0,,,,0,,,,,,
B5,5,E. coli + SC-514,0,,,,0,,,,,,
B6,5,E. coli + SC-514,0,,,,0,,,,,,
C1,5,E. coli + SC-514,0,,,,0,,,,,,
C2,5,E. coli + SC-514,0,,,,0,,,,,,
C3,5,E. coli + SC-514,0,,,,0,,,,,,
C4,5,E. coli + SC-514,0,,,,0,,,,,,
C5,5,E. coli + SC-514,0,,,,0,,,,,,
C6,5,E. coli + SC-514,0,,,,0,,,,,,
D1,5,E. coli + SC-514,0,,,,0,,,,,,
D2,5,E. coli + SC-514,0,,,,0,,,,,,
D3,5,E. coli + SC-514,0,,,,0,,,,,,
D4,5,E. coli + SC-514,0,,,,0,,,,,,
D5,5,E. coli + SC-514,0,,,,0,,,,,,
D6,5,E. coli + SC-514,0,,,,0,,,,,,
A1,4,PBS,1,,,,0,,374,,,,
A2,4,PBS,1,,,,0,,277,,,,
A3,4,PBS,1,,,,0,,172,,,,
A4,4,PBS,1,,,,0,,335,,,,
A5,4,PBS,1,,,,0,,252,,,,
A6,4,PBS,1,,,,0,,354,,,,
B1,4,HK- E. coli ,1,,,,0,,295,,,,
B2,4,HK- E. coli ,1,,,,0,,378,,,,
B3,4,HK- E. coli ,1,,,,0,,323,,,,
B4,4,HK- E. coli ,1,,,,0,,285,,,,
B5,4,HK- E. coli ,1,,,,0,,274,,,,
B6,4,HK- E. coli ,1,,,,0,,219,,,,
C1,4,HK- E. coli ,1,,,,0,,438,,,,
C2,4,HK- E. coli ,1,,,,0,,433,,,,
C3,4,HK- E. coli ,1,,,,0,,676,,,,
C4,4,HK- E. coli ,1,,,,0,,257,,,,
C5,4,HK- E. coli ,1,,,,0,,326,,,,
C6,4,HK- E. coli ,1,,,,0,,692,,,,
D1,4,E. coli + vehicle,1,,,,0,,308,,,,
D2,4,E. coli + vehicle,1,,,,0,,263,,,,
D3,4,E. coli + vehicle,1,,,,0,,310,,,,
D4,4,E. coli + vehicle,1,,,,0,,364,,,,
D5,4,E. coli + vehicle,1,,,,0,,204,,,,
D6,4,E. coli + vehicle,1,,,,0,,325,,,,
A1,5,E. coli + SC-514,1,,,,0,,420,,,,
A2,5,E. coli + SC-514,1,,,,0,,406,,,,
A3,5,E. coli + SC-514,1,,,,0,,153,,,,
A4,5,E. coli + SC-514,1,,,,0,,231,,,,
A5,5,E. coli + SC-514,1,,,,0,,201,,,,
A6,5,E. coli + SC-514,1,,,,0,,230,,,,
B1,5,E. coli + SC-514,1,,,,0,,290,,,,
B2,5,E. coli + SC-514,1,,,,0,,126,,,,
B3,5,E. coli + SC-514,1,,,,0,,460,,,,
B4,5,E. coli + SC-514,1,,,,0,,494,,,,
B5,5,E. coli + SC-514,1,,,,0,,283,,,,
B6,5,E. coli + SC-514,1,,,,0,,326,,,,
C1,5,E. coli + SC-514,1,,,,0,,388,,,,
C2,5,E. coli + SC-514,1,,,,0,,392,,,,
C3,5,E. coli + SC-514,1,,,,0,,339,,,,
C4,5,E. coli + SC-514,1,,,,0,,202,,,,
C5,5,E. coli + SC-514,1,,,,0,,271,,,,
C6,5,E. coli + SC-514,1,,,,0,,202,,,,
D1,5,E. coli + SC-514,1,,,,0,,195,,,,
D2,5,E. coli + SC-514,1,,,,0,,70,,,,
D3,5,E. coli + SC-514,1,,,,0,,329,,,,
D4,5,E. coli + SC-514,1,,,,0,,300,,,,
D5,5,E. coli + SC-514,1,,,,0,,196,,,,
D6,5,E. coli + SC-514,1,,,,0,,217,,,,
A1,4,PBS,2,,,,0,,,,,,
A2,4,PBS,2,,,,0,,,,,,
A3,4,PBS,2,,,,0,,,,,,
A4,4,PBS,2,,,,0,,,,,,
A5,4,PBS,2,,,,0,,,,,,
A6,4,PBS,2,,,,0,,,,,,
B1,4,HK- E. coli ,2,,,,0,,,,,,
B2,4,HK- E. coli ,2,,,,0,,,,,,
B3,4,HK- E. coli ,2,,,,0,,,,,,
B4,4,HK- E. coli ,2,,,,0,,,,,,
B5,4,HK- E. coli ,2,,,,0,,,,,,
B6,4,HK- E. coli ,2,,,,0,,,,,,
C1,4,HK- E. coli ,2,,,,0,,,,,,
C2,4,HK- E. coli ,2,,,,0,,,,,,
C3,4,HK- E. coli ,2,,,,0,,,,,,
C4,4,HK- E. coli ,2,,,,0,,,,,,
C5,4,HK- E. coli ,2,,,,0,,,,,,
C6,4,HK- E. coli ,2,,,,0,,,,,,
D1,4,E. coli + vehicle,2,,,,0,,,,,,
D2,4,E. coli + vehicle,2,,,,0,,,,,,
D3,4,E. coli + vehicle,2,,,,0,,,,,,
D4,4,E. coli + vehicle,2,,,,0,,,,,,
D5,4,E. coli + vehicle,2,,,,0,,,,,,
D6,4,E. coli + vehicle,2,,,,0,,,,,,
A1,5,E. coli + SC-514,2,,,,0,,,,,,
A2,5,E. coli + SC-514,2,,,,0,,,,,,
A3,5,E. coli + SC-514,2,,,,0,,,,,,
A4,5,E. coli + SC-514,2,,,,0,,,,,,
A5,5,E. coli + SC-514,2,,,,0,,,,,,
A6,5,E. coli + SC-514,2,,,,0,,,,,,
B1,5,E. coli + SC-514,2,,,,0,,,,,,
B2,5,E. coli + SC-514,2,,,,0,,,,,,
B3,5,E. coli + SC-514,2,,,,0,,,,,,
B4,5,E. coli + SC-514,2,,,,0,,,,,,
B5,5,E. coli + SC-514,2,,,,0,,,,,,
B6,5,E. coli + SC-514,2,,,,0,,,,,,
C1,5,E. coli + SC-514,2,,,,0,,,,,,
C2,5,E. coli + SC-514,2,,,,0,,,,,,
C3,5,E. coli + SC-514,2,,,,0,,,,,,
C4,5,E. coli + SC-514,2,,,,0,,,,,,
C5,5,E. coli + SC-514,2,,,,0,,,,,,
C6,5,E. coli + SC-514,2,,,,0,,,,,,
D1,5,E. coli + SC-514,2,,,,0,,,,,,
D2,5,E. coli + SC-514,2,,,,0,,,,,,
D3,5,E. coli + SC-514,2,,,,1,,,,,,
D4,5,E. coli + SC-514,2,,,,1,,,,,,
D5,5,E. coli + SC-514,2,,,,1,,,,,,
D6,5,E. coli + SC-514,2,,,,1,,,,,,
A1,4,PBS,3,,,,0,,,,,,
A2,4,PBS,3,,,,0,,,,,,
A3,4,PBS,3,,,,0,,,,,,
A4,4,PBS,3,,,,0,,,,,,
A5,4,PBS,3,,,,0,,,,,,
A6,4,PBS,3,,,,0,,,,,,
B1,4,HK- E. coli ,3,,,,0,,,,,,
B2,4,HK- E. coli ,3,,,,0,,,,,,
B3,4,HK- E. coli ,3,,,,0,,,,,,
B4,4,HK- E. coli ,3,,,,0,,,,,,
B5,4,HK- E. coli ,3,,,,0,,,,,,
B6,4,HK- E. coli ,3,,,,0,,,,,,
C1,4,HK- E. coli ,3,,,,0,,,,,,
C2,4,HK- E. coli ,3,,,,0,,,,,,
C3,4,HK- E. coli ,3,,,,0,,,,,,
C4,4,HK- E. coli ,3,,,,0,,,,,,
C5,4,HK- E. coli ,3,,,,0,,,,,,
C6,4,HK- E. coli ,3,,,,0,,,,,,
D1,4,E. coli + vehicle,3,,,,0,,,,,,
D2,4,E. coli + vehicle,3,,,,0,,,,,,
D3,4,E. coli + vehicle,3,,,,0,,,,,,
D4,4,E. coli + vehicle,3,,,,0,,,,,,
D5,4,E. coli + vehicle,3,,,,0,,,,,,
D6,4,E. coli + vehicle,3,,,,0,,,,,,
A1,5,E. coli + SC-514,3,,,,0,,,,,,
A2,5,E. coli + SC-514,3,,,,0,,,,,,
A3,5,E. coli + SC-514,3,,,,0,,,,,,
A4,5,E. coli + SC-514,3,,,,0,,,,,,
A5,5,E. coli + SC-514,3,,,,0,,,,,,
A6,5,E. coli + SC-514,3,,,,0,,,,,,
B1,5,E. coli + SC-514,3,,,,1,,,,,,
B2,5,E. coli + SC-514,3,,,,1,,,,,,
B3,5,E. coli + SC-514,3,,,,1,,,,,,
B4,5,E. coli + SC-514,3,,,,1,,,,,,
B5,5,E. coli + SC-514,3,,,,1,,,,,,
B6,5,E. coli + SC-514,3,,,,1,,,,,,
C1,5,E. coli + SC-514,3,,,,1,,,,,,
C2,5,E. coli + SC-514,3,,,,1,,,,,,
C3,5,E. coli + SC-514,3,,,,1,,,,,,
C4,5,E. coli + SC-514,3,,,,1,,,,,,
C5,5,E. coli + SC-514,3,,,,1,,,,,,
C6,5,E. coli + SC-514,3,,,,1,,,,,,
D1,5,E. coli + SC-514,3,,,,1,,,,,,
D2,5,E. coli + SC-514,3,,,,0,,,,,,
D3,5,E. coli + SC-514,3,,,,1,,,,,,
D4,5,E. coli + SC-514,3,,,,1,,,,,,
D5,5,E. coli + SC-514,3,,,,1,,,,,,
D6,5,E. coli + SC-514,3,,,,1,,,,,,
A1,4,PBS,4,,,,0,,,,,,
A2,4,PBS,4,,,,0,,,,,,
A3,4,PBS,4,,,,0,,,,,,
A4,4,PBS,4,,,,0,,,,,,
A5,4,PBS,4,,,,0,,,,,,
A6,4,PBS,4,,,,0,,,,,,
B1,4,HK- E. coli ,4,,,,0,,,,,,
B2,4,HK- E. coli ,4,,,,0,,,,,,
B3,4,HK- E. coli ,4,,,,0,,,,,,
B4,4,HK- E. coli ,4,,,,0,,,,,,
B5,4,HK- E. coli ,4,,,,0,,,,,,
B6,4,HK- E. coli ,4,,,,0,,,,,,
C1,4,HK- E. coli ,4,,,,0,,,,,,
C2,4,HK- E. coli ,4,,,,0,,,,,,
C3,4,HK- E. coli ,4,,,,0,,,,,,
C4,4,HK- E. coli ,4,,,,0,,,,,,
C5,4,HK- E. coli ,4,,,,0,,,,,,
C6,4,HK- E. coli ,4,,,,0,,,,,,
D1,4,E. coli + vehicle,4,,,,0,,,,,,
D2,4,E. coli + vehicle,4,,,,0,,,,,,
D3,4,E. coli + vehicle,4,,,,0,,,,,,
D4,4,E. coli + vehicle,4,,,,0,,,,,,
D5,4,E. coli + vehicle,4,,,,0,,,,,,
D6,4,E. coli + vehicle,4,,,,0,,,,,,
A1,5,E. coli + SC-514,4,,,,0,,,,,,
A2,5,E. coli + SC-514,4,,,,0,,,,,,
A3,5,E. coli + SC-514,4,,,,1,,,,,,
A4,5,E. coli + SC-514,4,,,,1,,,,,,
A5,5,E. coli + SC-514,4,,,,0,,,,,,
A6,5,E. coli + SC-514,4,,,,0,,,,,,
B1,5,E. coli + SC-514,4,,,,1,,,,,,
B2,5,E. coli + SC-514,4,,,,1,,,,,,
B3,5,E. coli + SC-514,4,,,,1,,,,,,
B4,5,E. coli + SC-514,4,,,,1,,,,,,
B5,5,E. coli + SC-514,4,,,,1,,,,,,
B6,5,E. coli + SC-514,4,,,,1,,,,,,
C1,5,E. coli + SC-514,4,,,,1,,,,,,
C2,5,E. coli + SC-514,4,,,,1,,,,,,
C3,5,E. coli + SC-514,4,,,,1,,,,,,
C4,5,E. coli + SC-514,4,,,,1,,,,,,
C5,5,E. coli + SC-514,4,,,,1,,,,,,
C6,5,E. coli + SC-514,4,,,,1,,,,,,
D1,5,E. coli + SC-514,4,,,,1,,,,,,
D2,5,E. coli + SC-514,4,,,,1,,,,,,
D3,5,E. coli + SC-514,4,,,,1,,,,,,
D4,5,E. coli + SC-514,4,,,,1,,,,,,
D5,5,E. coli + SC-514,4,,,,1,,,,,,
D6,5,E. coli + SC-514,4,,,,1,,,,,,
A1,4,PBS,5,,,,0,,,,,,
A2,4,PBS,5,,,,0,,,,,,
A3,4,PBS,5,,,,0,,,,,,
A4,4,PBS,5,,,,0,,,,,,
A5,4,PBS,5,,,,0,,,,,,
A6,4,PBS,5,,,,0,,,,,,
B1,4,HK- E. coli ,5,,,,0,,,,,,
B2,4,HK- E. coli ,5,,,,0,,,,,,
B3,4,HK- E. coli ,5,,,,0,,,,,,
B4,4,HK- E. coli ,5,,,,0,,,,,,
B5,4,HK- E. coli ,5,,,,0,,,,,,
B6,4,HK- E. coli ,5,,,,0,,,,,,
C1,4,HK- E. coli ,5,,,,0,,,,,,
C2,4,HK- E. coli ,5,,,,0,,,,,,
C3,4,HK- E. coli ,5,,,,0,,,,,,
C4,4,HK- E. coli ,5,,,,0,,,,,,
C5,4,HK- E. coli ,5,,,,0,,,,,,
C6,4,HK- E. coli ,5,,,,0,,,,,,
D1,4,E. coli + vehicle,5,,,,0,,,,,,
D2,4,E. coli + vehicle,5,,,,0,,,,,,
D3,4,E. coli + vehicle,5,,,,0,,,,,,
D4,4,E. coli + vehicle,5,,,,1,,,,,,
D5,4,E. coli + vehicle,5,,,,0,,,,,,
D6,4,E. coli + vehicle,5,,,,0,,,,,,
A1,5,E. coli + SC-514,5,,,,0,,,,,,
A2,5,E. coli + SC-514,5,,,,1,,,,,,
A3,5,E. coli + SC-514,5,,,,1,,,,,,
A4,5,E. coli + SC-514,5,,,,1,,,,,,
A5,5,E. coli + SC-514,5,,,,0,,,,,,
A6,5,E. coli + SC-514,5,,,,0,,,,,,
B1,5,E. coli + SC-514,5,,,,1,,,,,,
B2,5,E. coli + SC-514,5,,,,1,,,,,,
B3,5,E. coli + SC-514,5,,,,1,,,,,,
B4,5,E. coli + SC-514,5,,,,1,,,,,,
B5,5,E. coli + SC-514,5,,,,1,,,,,,
B6,5,E. coli + SC-514,5,,,,1,,,,,,
C1,5,E. coli + SC-514,5,,,,1,,,,,,
C2,5,E. coli + SC-514,5,,,,1,,,,,,
C3,5,E. coli + SC-514,5,,,,1,,,,,,
C4,5,E. coli + SC-514,5,,,,1,,,,,,
C5,5,E. coli + SC-514,5,,,,1,,,,,,
C6,5,E. coli + SC-514,5,,,,1,,,,,,
D1,5,E. coli + SC-514,5,,,,1,,,,,,
D2,5,E. coli + SC-514,5,,,,1,,,,,,
D3,5,E. coli + SC-514,5,,,,1,,,,,,
D4,5,E. coli + SC-514,5,,,,1,,,,,,
D5,5,E. coli + SC-514,5,,,,1,,,,,,
D6,5,E. coli + SC-514,5,,,,1,,,,,,
A1,4,PBS,6,,,,0,,,,,,
A2,4,PBS,6,,,,0,,,,,,
A3,4,PBS,6,,,,0,,,,,,
A4,4,PBS,6,,,,0,,,,,,
A5,4,PBS,6,,,,0,,,,,,
A6,4,PBS,6,,,,0,,,,,,
B1,4,HK- E. coli ,6,,,,0,,,,,,
B2,4,HK- E. coli ,6,,,,0,,,,,,
B3,4,HK- E. coli ,6,,,,0,,,,,,
B4,4,HK- E. coli ,6,,,,0,,,,,,
B5,4,HK- E. coli ,6,,,,0,,,,,,
B6,4,HK- E. coli ,6,,,,0,,,,,,
C1,4,HK- E. coli ,6,,,,0,,,,,,
C2,4,HK- E. coli ,6,,,,0,,,,,,
C3,4,HK- E. coli ,6,,,,0,,,,,,
C4,4,HK- E. coli ,6,,,,0,,,,,,
C5,4,HK- E. coli ,6,,,,0,,,,,,
C6,4,HK- E. coli ,6,,,,0,,,,,,
D1,4,E. coli + vehicle,6,,,,1,,,,,,
D2,4,E. coli + vehicle,6,,,,0,,,,,,
D3,4,E. coli + vehicle,6,,,,0,,,,,,
D4,4,E. coli + vehicle,6,,,,1,,,,,,
D5,4,E. coli + vehicle,6,,,,0,,,,,,
D6,4,E. coli + vehicle,6,,,,0,,,,,,
A1,5,E. coli + SC-514,6,,,,0,,,,,,
A2,5,E. coli + SC-514,6,,,,1,,,,,,
A3,5,E. coli + SC-514,6,,,,1,,,,,,
A4,5,E. coli + SC-514,6,,,,1,,,,,,
A5,5,E. coli + SC-514,6,,,,0,,,,,,
A6,5,E. coli + SC-514,6,,,,0,,,,,,
B1,5,E. coli + SC-514,6,,,,1,,,,,,
B2,5,E. coli + SC-514,6,,,,1,,,,,,
B3,5,E. coli + SC-514,6,,,,1,,,,,,
B4,5,E. coli + SC-514,6,,,,1,,,,,,
B5,5,E. coli + SC-514,6,,,,1,,,,,,
B6,5,E. coli + SC-514,6,,,,1,,,,,,
C1,5,E. coli + SC-514,6,,,,1,,,,,,
C2,5,E. coli + SC-514,6,,,,1,,,,,,
C3,5,E. coli + SC-514,6,,,,1,,,,,,
C4,5,E. coli + SC-514,6,,,,1,,,,,,
C5,5,E. coli + SC-514,6,,,,1,,,,,,
C6,5,E. coli + SC-514,6,,,,1,,,,,,
D1,5,E. coli + SC-514,6,,,,1,,,,,,
D2,5,E. coli + SC-514,6,,,,1,,,,,,
D3,5,E. coli + SC-514,6,,,,1,,,,,,
D4,5,E. coli + SC-514,6,,,,1,,,,,,
D5,5,E. coli + SC-514,6,,,,1,,,,,,
D6,5,E. coli + SC-514,6,,,,1,,,,,,
A1,4,PBS,7,,,,0,,,,,,
A2,4,PBS,7,,,,0,,,,,,
A3,4,PBS,7,,,,0,,,,,,
A4,4,PBS,7,,,,0,,,,,,
A5,4,PBS,7,,,,0,,,,,,
A6,4,PBS,7,,,,0,,,,,,
B1,4,HK- E. coli ,7,,,,0,,,,,,
B2,4,HK- E. coli ,7,,,,0,,,,,,
B3,4,HK- E. coli ,7,,,,0,,,,,,
B4,4,HK- E. coli ,7,,,,0,,,,,,
B5,4,HK- E. coli ,7,,,,0,,,,,,
B6,4,HK- E. coli ,7,,,,0,,,,,,
C1,4,HK- E. coli ,7,,,,0,,,,,,
C2,4,HK- E. coli ,7,,,,0,,,,,,
C3,4,HK- E. coli ,7,,,,0,,,,,,
C4,4,HK- E. coli ,7,,,,0,,,,,,
C5,4,HK- E. coli ,7,,,,0,,,,,,
C6,4,HK- E. coli ,7,,,,0,,,,,,
D1,4,E. coli + vehicle,7,,,,1,,,,,,
D2,4,E. coli + vehicle,7,,,,0,,,,,,
D3,4,E. coli + vehicle,7,,,,0,,,,,,
D4,4,E. coli + vehicle,7,,,,1,,,,,,
D5,4,E. coli + vehicle,7,,,,0,,,,,,
D6,4,E. coli + vehicle,7,,,,0,,,,,,
A1,5,E. coli + SC-514,7,,,,0,,,,,,
A2,5,E. coli + SC-514,7,,,,1,,,,,,
A3,5,E. coli + SC-514,7,,,,1,,,,,,
A4,5,E. coli + SC-514,7,,,,1,,,,,,
A5,5,E. coli + SC-514,7,,,,1,,,,,,
A6,5,E. coli + SC-514,7,,,,1,,,,,,
B1,5,E. coli + SC-514,7,,,,1,,,,,,
B2,5,E. coli + SC-514,7,,,,1,,,,,,
B3,5,E. coli + SC-514,7,,,,1,,,,,,
B4,5,E. coli + SC-514,7,,,,1,,,,,,
B5,5,E. coli + SC-514,7,,,,1,,,,,,
B6,5,E. coli + SC-514,7,,,,1,,,,,,
C1,5,E. coli + SC-514,7,,,,1,,,,,,
C2,5,E. coli + SC-514,7,,,,1,,,,,,
C3,5,E. coli + SC-514,7,,,,1,,,,,,
C4,5,E. coli + SC-514,7,,,,1,,,,,,
C5,5,E. coli + SC-514,7,,,,1,,,,,,
C6,5,E. coli + SC-514,7,,,,1,,,,,,
D1,5,E. coli + SC-514,7,,,,1,,,,,,
D2,5,E. coli + SC-514,7,,,,1,,,,,,
D3,5,E. coli + SC-514,7,,,,1,,,,,,
D4,5,E. coli + SC-514,7,,,,1,,,,,,
D5,5,E. coli + SC-514,7,,,,1,,,,,,
D6,5,E. coli + SC-514,7,,,,1,,,,,,
,,PBS,1,,,,,,593,,,,
,,PBS,1,,,,,,153,,,,
,,PBS,1,,,,,,19,,,,
,,HK- E. coli ,1,,,,,,901,,,,
,,HK- E. coli ,1,,,,,,371,,,,
,,HK- E. coli ,1,,,,,,768,,,,
,,E. coli + SC-514,1,,,,,,695,,,,
,,E. coli + SC-514,1,,,,,,347,,,,
,,E. coli + SC-514,1,,,,,,181,,,,
,,hypoxia,1,,,,,,0,,,,
,,hypoxia,1,,,,,,0,,,,
,,hypoxia,1,,,,,,0,,,,
,,hypoxia,1,,,,,,511,,,,
,,hypoxia,1,,,,,,785,,,,
,,hypoxia,1,,,,,,0,,,,
,,hypoxia,1,,,,,,259,,,,
,,hypoxia,1,,,,,,522,,,,
,,hypoxia,1,,,,,,235,,,,
,,hypoxia,1,,,,,,0,,,,
,,hypoxia,1,,,,,,435,,,,
,,hypoxia,1,,,,,,1781,,,,
,,hypoxia,1,,,,,,103,,,,
,,hypoxia,1,,,,,,34,,,,
,,hypoxia,1,,,,,,148,,,,
,,HK- E. coli ,1,,,,,,178,,,,
,,HK- E. coli ,1,,,,,,239,,,,
,,HK- E. coli ,1,,,,,,317,,,,
,,HK- E. coli ,1,,,,,,151,,,,
,,HK- E. coli ,1,,,,,,175,,,,
,,HK- E. coli ,1,,,,,,201,,,,
,,HK- E. coli ,1,,,,,,51,,,,
,,PBS,1,,,,,,167,,,,
,,PBS,1,,,,,,61,,,,
,,PBS,1,,,,,,87,,,,
,,PBS,1,,,,,,123,,,,
,,E. coli,1,,,,,,360,,,,
,,E. coli,1,,,,,,345,,,,
,,E. coli,1,,,,,,110,,,,
,,E. coli,1,,,,,,390,,,,
