HIO1,HIO2,HIO3,HIO4,HIO5,HIO6,HIO7,HIO8,HIO9,HIO10,HIO11,HIO12,HIO13,HIO14,HIO15,treatment,hr,,,,,,,,,,
0.5949643456,0.4272735216,0.4866108608,0.6699537953,1.1172531194,1.1084719724,0.3989217066,0.8746088112,,,,,,,,E. coli + TNF&IFN,14.1666666667,,,,,,,,,,
0.599665289,0.4301103909,0.4895493333,0.6792705682,1.1330072476,1.1100678898,0.3911907115,0.8765383109,,,,,,,,E. coli + TNF&IFN,14.3333333333,,,,,,,,,,
0.5964953879,0.4294533346,0.4893552804,0.6722060779,1.1308712133,1.1191770998,0.3782104829,0.876025962,,,,,,,,E. coli + TNF&IFN,14.5,,,,,,,,,,
0.5960509086,0.4243797459,0.4845629186,0.6736434099,1.1369975669,1.1248084619,0.380713127,0.8768495997,,,,,,,,E. coli + TNF&IFN,14.6666666667,,,,,,,,,,
0.6032064692,0.4336003684,0.4909487408,0.6823039929,1.1411425932,1.1328465545,0.3757479255,0.8767750078,,,,,,,,E. coli + TNF&IFN,14.8333333333,,,,,,,,,,
0.5843211758,0.4176011937,0.4846489723,0.6750560688,1.135489612,1.1166305317,0.3683576871,0.8779346761,,,,,,,,E. coli + TNF&IFN,15,,,,,,,,,,
0.5964257055,0.4274061592,0.4873058089,0.6732735267,1.1337885594,1.1187043403,0.359164788,0.8772413349,,,,,,,,E. coli + TNF&IFN,15.1666666667,,,,,,,,,,
0.5922019086,0.4255545073,0.4857538555,0.6751877175,1.1328281238,1.1175396057,0.3535854063,0.8781206295,,,,,,,,E. coli + TNF&IFN,15.3333333333,,,,,,,,,,
0.5955588926,0.427366122,0.4893094702,0.6687445743,1.1136334072,1.1135721208,0.3470503736,0.8789778463,,,,,,,,E. coli + TNF&IFN,15.5,,,,,,,,,,
0.5890316028,0.4267185973,0.4800176072,0.6634017497,1.1124153155,1.1052936326,0.3375597073,0.8807455919,,,,,,,,E. coli + TNF&IFN,15.6666666667,,,,,,,,,,
0.5916953402,0.4236201501,0.4857227788,0.6722345048,1.1258734976,1.1076754616,0.3329880593,0.8797231115,,,,,,,,E. coli + TNF&IFN,15.8333333333,,,,,,,,,,
0.6055908536,0.4300820439,0.4925436324,0.6746538557,1.144295028,1.1278294381,0.3369502036,0.8805666255,,,,,,,,E. coli + TNF&IFN,16,,,,,,,,,,
0.6022226522,0.4277929521,0.4874108456,0.667986784,1.1216981203,1.1091035465,0.3174460811,0.880763219,,,,,,,,E. coli + TNF&IFN,16.1666666667,,,,,,,,,,
0.5989680258,0.4301638717,0.4878358303,0.6685313291,1.1336580977,1.1211490022,0.3190421639,0.8806447588,,,,,,,,E. coli + TNF&IFN,16.3333333333,,,,,,,,,,
0.583159606,0.4217269484,0.4796960301,0.6657965648,1.1321581617,1.1132537749,0.3082887448,0.8823475954,,,,,,,,E. coli + TNF&IFN,16.5,,,,,,,,,,
0.5992246812,0.4289101326,0.4921544852,0.6705058393,1.1327143254,1.1266080673,0.3096783971,0.8833299882,,,,,,,,E. coli + TNF&IFN,16.6666666667,,,,,,,,,,
0.6037828603,0.4324972508,0.4938155751,0.6727215939,1.1226912077,1.1057128512,0.2985189539,0.8824912598,,,,,,,,E. coli + TNF&IFN,16.8333333333,,,,,,,,,,
0.6020483744,0.4345373086,0.4937097989,0.6794365669,1.1250130372,1.107653179,0.294598173,0.8817887622,,,,,,,,E. coli + TNF&IFN,17,,,,,,,,,,
0.6090615489,0.4402170163,0.4871703523,0.6658362483,1.1100477421,1.0984360608,0.2837592096,0.8822483256,,,,,,,,E. coli + TNF&IFN,17.1666666667,,,,,,,,,,
0.5903489695,0.4275261048,0.4787372121,0.6538270866,1.1024637623,1.090888039,0.2778079558,0.8809050649,,,,,,,,E. coli + TNF&IFN,17.3333333333,,,,,,,,,,
0.5935148937,0.4307392087,0.4826767718,0.6380803647,1.0763276765,1.0729829047,0.2635606384,0.8763515758,,,,,,,,E. coli + TNF&IFN,17.5,,,,,,,,,,
0.5845846572,0.4215258509,0.4756852764,0.6531081814,1.0950002314,1.0841015042,0.2634385384,0.8745114078,,,,,,,,E. coli + TNF&IFN,17.6666666667,,,,,,,,,,
0.5898264896,0.4282363557,0.4738619125,0.6458857662,1.0897650569,1.0744410293,0.2552776054,0.8702486933,,,,,,,,E. coli + TNF&IFN,17.8333333333,,,,,,,,,,
0.5783343717,0.4252050736,0.4705426276,0.6458604799,1.0824701812,1.0763251088,0.2510011265,0.8721761351,,,,,,,,E. coli + TNF&IFN,18,,,,,,,,,,
0.5839496936,0.4265949954,0.4726786752,0.6487657089,1.0870915636,1.0820434762,0.2469243238,0.8669576518,,,,,,,,E. coli + TNF&IFN,18.1666666667,,,,,,,,,,
0.5625794071,0.4109792763,0.453915403,0.629273622,1.0527040952,1.0432688522,0.2278383236,0.8648711677,,,,,,,,E. coli + TNF&IFN,18.3333333333,,,,,,,,,,
0.5659568264,0.4093489417,0.4558138201,0.6266283283,1.0611479416,1.0365877592,0.2293888861,0.8729109676,,,,,,,,E. coli + TNF&IFN,18.5,,,,,,,,,,
0.5582548836,0.4048339613,0.4446669678,0.6155414814,1.0301108252,1.0307563738,0.2185200836,0.8588131903,,,,,,,,E. coli + TNF&IFN,18.6666666667,,,,,,,,,,
0.5692609689,0.4132437237,0.4508033867,0.6167890293,1.00744758,1.0024692366,0.2057200166,0.8557053743,,,,,,,,E. coli + TNF&IFN,18.8333333333,,,,,,,,,,
0.5421880759,0.3958777246,0.4315459739,0.6023200796,1.0252967223,1.0165363166,0.2033256594,0.8558807036,,,,,,,,E. coli + TNF&IFN,19,,,,,,,,,,
0.5730011834,0.4170118252,0.4598677058,0.6266520931,1.0524638879,1.0388576057,0.2068852264,0.8567240741,,,,,,,,E. coli + TNF&IFN,19.1666666667,,,,,,,,,,
0.5616646283,0.4121360372,0.4493710389,0.6222471032,1.0446300778,1.036427907,0.1990925909,0.8562629154,,,,,,,,E. coli + TNF&IFN,19.3333333333,,,,,,,,,,
0.5387421895,0.3926135235,0.4297269124,0.5999480378,1.0048679157,0.9973043565,0.1846736664,0.8537210952,,,,,,,,E. coli + TNF&IFN,19.5,,,,,,,,,,
0.5393332355,0.3922599944,0.4288196749,0.5979190513,1.0024949356,0.9961624061,0.1808832537,0.8498932982,,,,,,,,E. coli + TNF&IFN,19.6666666667,,,,,,,,,,
0.5559355414,0.3985088732,0.440142201,0.6098917221,1.0210063976,1.0039369149,0.1781206642,0.8534508032,,,,,,,,E. coli + TNF&IFN,19.8333333333,,,,,,,,,,
0.5385090705,0.392236529,0.4325718649,0.5979909568,0.9973104247,0.9907801462,0.1726405016,0.8587748574,,,,,,,,E. coli + TNF&IFN,20,,,,,,,,,,
1.0000000004,1.0000000006,0.9999999998,0.9999999999,1.0000000002,1.0000000005,1.0000000005,0.9999999998,1.0000000005,1.0000000007,1.0000000002,1.0000000005,1.0000000003,1.0000000004,1.0000000002,PBS,0,,,,,,1.0000000001,0.999999999,1.0000000009,0.9999999994,0.9999999995
0.9204298497,0.9464195499,0.9492974146,0.9590066998,0.9381686872,0.8221615633,0.8405451794,0.8229902622,0.8275435657,0.828964065,0.8154846638,0.876519546,0.9051844474,0.8737584371,0.9094387777,PBS,0.25,,,,,,0.9818174394,0.9165029285,0.928933674,0.9721542095,0.9725816537
0.9318501087,0.9543277794,0.9731402541,0.9898280662,0.9799134456,0.7175550851,0.7471468699,0.7374978198,0.7680680597,0.7776484948,0.7662080509,0.7825688677,0.7494656439,0.7525223203,0.8562057772,PBS,0.5,,,,,,0.9363748228,0.8680403199,0.8805933062,0.9619439922,0.9708621006
0.9090307309,0.9377210575,0.9548433043,0.9432965058,0.967778415,0.7849635338,0.783241667,0.7931782829,0.7847780893,0.8521553586,0.8857370809,0.8820604167,0.8078044046,0.8098190088,0.924022666,PBS,0.75,,,,,,0.9871359686,0.9331314156,0.9348003357,1.0302210302,1.0285058412
0.9073995374,0.9820756947,1.0025487109,0.9747263664,0.955678844,0.863090767,0.8684843995,0.8664115291,0.8762862148,1.0410673019,1.0604167783,0.9876928799,0.9445049631,0.9114846962,1.0666597118,PBS,1,,,,,,1.0623006835,1.0148199932,1.0217979895,1.0667587397,1.0647907494
0.991834487,1.1009180729,1.1046813756,1.0630461482,1.057013568,0.9102675458,0.9043897673,0.904516004,0.8839707836,0.9911483815,1.022800953,0.9863240798,0.8884659464,0.8782433762,1.03862825,PBS,1.25,,,,,,1.0457302003,1.0104296963,1.0420956593,1.0728161347,1.0607532508
1.0061816567,1.117462978,1.1017070121,1.0675745725,1.0591559267,0.9578768744,0.9428689752,0.8705286796,0.9054999789,1.058911722,1.099318905,1.0217671243,0.9599073076,0.9358711236,1.1384555919,PBS,1.5,,,,,,1.1079376218,1.1254626459,1.1062044185,1.1236123739,1.1129041777
0.9959029827,1.1060735298,1.1377642461,1.0673939023,1.0359087362,1.0485506778,1.0182848888,0.9336245699,0.9378668398,1.123872094,1.1380160782,1.05236094,0.9740783218,0.9452297718,1.1829442466,PBS,1.75,,,,,,1.1411807588,1.1586906021,1.1720995502,1.151231736,1.1725374932
1.074032744,1.1831299833,1.169653697,1.0923447853,1.0754190452,,,,,,,,,,,PBS,2,,,,,,,,,,
1.0127698488,1.1866122331,1.1961324116,1.103657081,1.0627060792,,,,,,,,,,,PBS,2.25,,,,,,,,,,
1.0562845568,1.2376509018,1.2570259861,1.1005003494,1.0634882885,,,,,,,,,,,PBS,2.5,,,,,,,,,,
1.00218789,1.2031459872,1.2098483774,1.0666714679,1.0483206894,,,,,,,,,,,PBS,2.75,,,,,,,,,,
1.0170139547,1.2588796344,1.253340699,1.0464579959,1.030558395,,,,,,,,,,,PBS,3,,,,,,,,,,
1.0429156371,1.2983993652,1.3185778729,1.0666719563,1.0570909006,,,,,,,,,,,PBS,3.25,,,,,,,,,,
1.0251736383,1.299740308,1.2795480001,1.0239596606,1.0183560838,,,,,,,,,,,PBS,3.5,,,,,,,,,,
0.9959730532,1.2831251003,1.2662546746,1.0148809272,1.0088334312,,,,,,,,,,,PBS,3.75,,,,,,,,,,
0.9997611013,1.3294557692,1.3289656321,1.0174207894,1.0082463174,,,,,,,,,,,PBS,4,,,,,,,,,,
0.9662019762,1.310242491,1.3032606035,0.9849646726,0.9725397714,,,,,,,,,,,PBS,4.25,,,,,,,,,,
0.9666833715,1.303402961,1.2846760178,0.9753275374,0.9698093839,,,,,,,,,,,PBS,4.5,,,,,,,,,,
1.0372282079,1.4225700505,1.3946745598,0.9919374074,1.0105816585,,,,,,,,,,,PBS,4.75,,,,,,,,,,
1.0102767757,1.4133421946,1.4037250003,0.982078303,0.9947682401,,,,,,,,,,,PBS,5,,,,,,,,,,
0.9490274151,1.3078997008,1.3044579514,0.9155861441,0.9471753781,,,,,,,,,,,PBS,5.25,,,,,,,,,,
0.9461534122,1.3331831107,1.3262719406,0.9121336212,0.9182988182,,,,,,,,,,,PBS,5.5,,,,,,,,,,
0.9162264898,1.3020435634,1.294327502,0.884481344,0.8854967939,,,,,,,,,,,PBS,5.75,,,,,,,,,,
0.9246615781,1.3071997259,1.2951945111,0.8720731837,0.8860903612,,,,,,,,,,,PBS,6,,,,,,,,,,
0.9203763811,1.2917362676,1.2613785316,0.8588101216,0.8772266159,,,,,,,,,,,PBS,6.25,,,,,,,,,,
0.9641508499,1.3674814336,1.3299219423,0.8497520312,0.8591398688,,,,,,,,,,,PBS,6.5,,,,,,,,,,
0.9277835294,1.3162471423,1.3313578918,0.8381279139,0.849623189,,,,,,,,,,,PBS,6.75,,,,,,,,,,
0.9381851593,1.3442182458,1.3197561498,0.8328039059,0.842832521,,,,,,,,,,,PBS,7,,,,,,,,,,
0.946606978,1.357513053,1.3450421732,0.8202941016,0.8454273885,,,,,,,,,,,PBS,7.25,,,,,,,,,,
1.0253598632,1.4790246197,1.4424496503,0.8433377749,0.8705508348,,,,,,,,,,,PBS,7.5,,,,,,,,,,
1.0004183796,1.4420948818,1.4641333478,0.8198032963,0.8518197808,,,,,,,,,,,PBS,7.75,,,,,,,,,,
0.9192659516,1.33481585,1.3118720609,0.7577366186,0.7770894118,,,,,,,,,,,PBS,8,,,,,,,,,,
0.9408670693,1.379223725,1.3480797496,0.7633429332,0.7765894984,,,,,,,,,,,PBS,8.25,,,,,,,,,,
0.925966849,1.3618310316,1.3468375793,0.7377052858,0.7555484089,,,,,,,,,,,PBS,8.5,,,,,,,,,,
0.9236804623,1.3849509767,1.366154308,0.724048935,0.7463129314,,,,,,,,,,,PBS,8.75,,,,,,,,,,
0.9318221157,1.3825841422,1.3653393178,0.7104601864,0.7327811708,,,,,,,,,,,PBS,9,,,,,,,,,,
0.8971235996,1.3566821738,1.3429966975,0.6834097008,0.7031830737,,,,,,,,,,,PBS,9.25,,,,,,,,,,
0.9063249144,1.3645504101,1.3433242688,0.6678127122,0.6887018324,,,,,,,,,,,PBS,9.5,,,,,,,,,,
0.8955932912,1.3622632112,1.3680123744,0.6500686911,0.6822806506,,,,,,,,,,,PBS,9.75,,,,,,,,,,
0.9070507549,1.3797466043,1.3481169183,0.6179389965,0.6501918123,,,,,,,,,,,PBS,10,,,,,,,,,,
0.8982836254,1.3577892082,1.3509519717,0.5955644115,0.6232851005,,,,,,,,,,,PBS,10.25,,,,,,,,,,
0.8666411924,1.3214319891,1.3262450126,0.5780796482,0.6048554012,,,,,,,,,,,PBS,10.5,,,,,,,,,,
0.8350446238,1.2962745601,1.2973459176,0.5494223434,0.5750055597,,,,,,,,,,,PBS,10.75,,,,,,,,,,
0.8550624831,1.3126262856,1.2845533735,0.5249860206,0.5477485023,,,,,,,,,,,PBS,11,,,,,,,,,,
0.8488241009,1.3144795907,1.2994896562,0.5118844971,0.5304021217,,,,,,,,,,,PBS,11.25,,,,,,,,,,
0.8373203194,1.3008848147,1.274570666,0.4882612287,0.5071272219,,,,,,,,,,,PBS,11.5,,,,,,,,,,
0.8266656526,1.2998258605,1.2865487051,0.4604307049,0.4865807148,,,,,,,,,,,PBS,11.75,,,,,,,,,,
0.9044310881,1.4243341026,1.3661602324,0.4305561829,0.4681113791,,,,,,,,,,,PBS,12,,,,,,,,,,
0.8636636945,1.2852138219,1.2932527632,0.4040206127,0.4155040901,,,,,,,,,,,PBS,12.25,,,,,,,,,,
0.8635435834,1.3595712983,1.3315950298,0.3941601257,0.4123004318,,,,,,,,,,,PBS,12.5,,,,,,,,,,
0.8564648351,1.3544079533,1.3603099813,0.3888180483,0.4059167153,,,,,,,,,,,PBS,12.75,,,,,,,,,,
0.8457147741,1.3723497298,1.3464863373,0.3746258914,0.3785582027,,,,,,,,,,,PBS,13,,,,,,,,,,
0.8153188355,1.3136769426,1.3041449452,0.3545898552,0.3661690973,,,,,,,,,,,PBS,13.25,,,,,,,,,,
0.8103011024,1.310737908,1.3169937579,0.3455561066,0.3580708036,,,,,,,,,,,PBS,13.5,,,,,,,,,,
0.7871932953,1.2506045244,1.2637353979,0.3283644688,0.3394114037,,,,,,,,,,,PBS,13.75,,,,,,,,,,
0.7984429472,1.3054476054,1.2916407863,0.3273703325,0.3327196979,,,,,,,,,,,PBS,14,,,,,,,,,,
0.8099832331,1.316795497,1.3324174703,0.3118053004,0.3201138735,,,,,,,,,,,PBS,14.25,,,,,,,,,,
0.7844897376,1.3004128582,1.2783442498,0.3070050311,0.3099514007,,,,,,,,,,,PBS,14.5,,,,,,,,,,
0.7949584628,1.3036381084,1.3102669009,0.2995213205,0.3047290438,,,,,,,,,,,PBS,14.75,,,,,,,,,,
0.7574173889,1.2951388036,1.2559760548,0.2897348351,0.2998873464,,,,,,,,,,,PBS,15,,,,,,,,,,
0.7893525991,1.2786058702,1.272905809,0.2822146054,0.2870063844,,,,,,,,,,,PBS,15.25,,,,,,,,,,
0.7832655,1.321872126,1.3220682254,0.2796146839,0.2851382637,,,,,,,,,,,PBS,15.5,,,,,,,,,,
0.8197147139,1.4169501552,1.4162418409,0.2871762649,0.2939038965,,,,,,,,,,,PBS,15.75,,,,,,,,,,
0.8189024278,1.4435671309,1.3522380436,0.2710876573,0.2782633516,,,,,,,,,,,PBS,16,,,,,,,,,,
0.7836573528,1.3642707602,1.343768395,0.2622986423,0.2698975571,,,,,,,,,,,PBS,16.25,,,,,,,,,,
0.7888693925,1.3548425409,1.3398003001,0.2513242802,0.2594702749,,,,,,,,,,,PBS,16.5,,,,,,,,,,
0.7509987342,1.2958194156,1.3346706755,0.2459136912,0.2575122751,,,,,,,,,,,PBS,16.75,,,,,,,,,,
0.7364481503,1.3183417394,1.3241774398,0.2389419927,0.2484951839,,,,,,,,,,,PBS,17,,,,,,,,,,
0.7442413757,1.3155792036,1.3097856777,0.23142171,0.2416345263,,,,,,,,,,,PBS,17.25,,,,,,,,,,
0.7066319486,1.2782957413,1.2983601684,0.2228953,0.2339819658,,,,,,,,,,,PBS,17.5,,,,,,,,,,
0.7091759815,1.2667042368,1.2976171027,0.2124315685,0.2270711851,,,,,,,,,,,PBS,17.75,,,,,,,,,,
0.7664043349,1.391722621,1.387308014,0.2231419833,0.2374727809,,,,,,,,,,,PBS,18,,,,,,,,,,
0.7415684133,1.3371334772,1.3527333914,0.2179310098,0.2331201052,,,,,,,,,,,PBS,18.25,,,,,,,,,,
0.7471765249,1.3538131481,1.366384722,0.2151488547,0.2268844966,,,,,,,,,,,PBS,18.5,,,,,,,,,,
0.7074342855,1.2785321866,1.3069405376,0.2053829638,0.2166689028,,,,,,,,,,,PBS,18.75,,,,,,,,,,
0.7085280308,1.3319149523,1.3453762574,0.2046903987,0.2155424303,,,,,,,,,,,PBS,19,,,,,,,,,,
0.7001507498,1.2777449852,1.270320076,0.1869722888,0.2069124677,,,,,,,,,,,PBS,19.25,,,,,,,,,,
0.648471169,1.2644159094,1.3595521828,0.1964674655,0.2100964489,,,,,,,,,,,PBS,19.5,,,,,,,,,,
0.6970825176,1.3433666241,1.3288721408,0.1952311782,0.2039875392,,,,,,,,,,,PBS,19.75,,,,,,,,,,
0.5805992775,1.3281677366,1.3404990982,0.1898707977,0.2065327512,,,,,,,,,,,PBS,20,,,,,,,,,,
0.6483471362,1.2033884065,1.2341729014,0.1640565469,0.1847447783,,,,,,,,,,,PBS,20.25,,,,,,,,,,
0.6013782933,1.2707785529,1.2261709413,0.1646683953,0.182088885,,,,,,,,,,,PBS,20.5,,,,,,,,,,
0.663336388,1.2812066601,1.2434414465,0.166652595,0.1911373807,,,,,,,,,,,PBS,20.75,,,,,,,,,,
0.6031954896,1.191401071,1.2220690337,0.1660285998,0.190364106,,,,,,,,,,,PBS,21,,,,,,,,,,
0.6608974887,1.3046849866,1.3115695893,0.1623957262,0.1817868677,,,,,,,,,,,PBS,21.25,,,,,,,,,,
0.5834579004,1.1701889265,1.2034040565,0.1460948952,0.1672022636,,,,,,,,,,,PBS,21.5,,,,,,,,,,
0.5869484556,1.1827148901,1.2106642318,0.1455358808,0.1653704131,,,,,,,,,,,PBS,21.75,,,,,,,,,,
